2, 1000000, 0.19705, 0.109647
2, 1000000, 0.195769, 0.0997689
2, 1000000, 0.200631, 0.0975154
2, 1000000, 0.199219, 0.108041
2, 1000000, 0.198186, 0.0980854
2, 2000000, 0.424261, 0.213211
2, 2000000, 0.41981, 0.215801
2, 2000000, 0.424277, 0.218858
2, 2000000, 0.416906, 0.212415
2, 2000000, 0.421822, 0.215559
2, 5000000, 1.10885, 0.574401
2, 5000000, 1.10344, 0.571645
2, 5000000, 1.09806, 0.564055
2, 5000000, 1.11449, 0.569402
2, 5000000, 1.11264, 0.567308
2, 10000000, 2.31378, 1.18029
2, 10000000, 2.31243, 1.18744
2, 10000000, 2.316, 1.19576
2, 10000000, 2.31154, 1.17955
2, 10000000, 2.31219, 1.17806
2, 50000000, 12.3403, 6.42565
2, 50000000, 12.1407, 6.40976
2, 50000000, 12.1152, 6.45735
2, 50000000, 12.4466, 6.4337
2, 50000000, 12.0343, 6.48336
2, 100000000, 25.9547, 12.7216
2, 100000000, 25.3154, 12.9736
2, 100000000, 25.9424, 12.7846
2, 100000000, 24.9795, 12.9413
2, 100000000, 24.4698, 13.4026
2, 200000000, 52.7152, 27.0167
2, 200000000, 52.251, 26.648
2, 200000000, 51.9445, 26.2373
2, 200000000, 51.1829, 26.947
2, 200000000, 51.0128, 27.561
2, 500000000, 135.16, 70.1927
2, 500000000, 131.564, 67.6716
2, 500000000, 130.721, 68.7674
2, 500000000, 133.373, 66.8854
2, 500000000, 130.335, 67.8488
2, 1000000000, 269.744, 138.119
2, 1000000000, 266.845, 137.328
2, 1000000000, 270.946, 136.381
2, 1000000000, 275.973, 138.659
2, 1000000000, 271.792, 134.965
4, 1000000, 0.197202, 0.0702097
4, 1000000, 0.198737, 0.0624087
4, 1000000, 0.1958, 0.0700438
4, 1000000, 0.199398, 0.0664302
4, 1000000, 0.196106, 0.06863
4, 2000000, 0.414421, 0.141928
4, 2000000, 0.412899, 0.140338
4, 2000000, 0.419252, 0.133777
4, 2000000, 0.41195, 0.142058
4, 2000000, 0.414346, 0.138166
4, 5000000, 1.11848, 0.367345
4, 5000000, 1.09313, 0.341238
4, 5000000, 1.10214, 0.368484
4, 5000000, 1.10132, 0.354798
4, 5000000, 1.09557, 0.342949
4, 10000000, 2.35447, 0.757607
4, 10000000, 2.29473, 0.727648
4, 10000000, 2.34342, 0.702408
4, 10000000, 2.32273, 0.726877
4, 10000000, 2.32148, 0.745574
4, 50000000, 12.8418, 3.89013
4, 50000000, 12.7805, 3.85673
4, 50000000, 12.7395, 3.80666
4, 50000000, 12.6724, 3.73662
4, 50000000, 12.8068, 3.71298
4, 100000000, 25.6598, 7.58307
4, 100000000, 25.5952, 7.85743
4, 100000000, 25.7733, 7.68092
4, 100000000, 25.8143, 7.82327
4, 100000000, 25.7678, 7.77862
4, 200000000, 52.0986, 15.5374
4, 200000000, 53.1018, 15.4614
4, 200000000, 52.887, 15.516
4, 200000000, 52.9431, 15.4378
4, 200000000, 52.0931, 15.4488
4, 500000000, 131.828, 38.774
4, 500000000, 131.118, 38.7118
4, 500000000, 134.76, 39.1667
4, 500000000, 131.03, 39.031
4, 500000000, 131, 39.1325
4, 1000000000, 264.756, 78.7524
4, 1000000000, 267.679, 78.9638
4, 1000000000, 269.443, 79.4162
4, 1000000000, 268.033, 79.1853
4, 1000000000, 272.187, 78.8151

